#Data tag : 19v3 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
323997:7253,10/03/18 17:30:39,498,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.134603845,0.128791789
324021:7256,10/04/18 01:48:39,772,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.268050447,0.252485124
324022:7256,10/04/18 06:50:15,554,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.131866343,0.127785561
324077:7259,10/04/18 22:20:56,699,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.252291564,0.242582801
324201:7264,10/06/18 23:58:19,1355,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.377752030,0.362857357
324202:7264,10/07/18 08:48:52,238,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.040100971,0.039241165
324205:7264,10/07/18 10:31:04,160,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.023677708,0.022963460
324206:7264,10/07/18 11:38:14,141,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.019090130,0.017522834
324207:7264,10/07/18 12:44:24,33,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.004195281,0.004054579
324209:7264,10/07/18 13:02:20,142,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.016389579,0.016078704
324237:7265,10/07/18 21:29:58,204,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.078673755,0.074991780
324245:7266,10/08/18 01:31:07,1659,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.433797729,0.417199145
324293:7270,10/08/18 23:08:14,2302,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.530791728,0.513035432
324315:7271,10/09/18 16:26:19,202,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.075285745,0.070436667
324318:7271,10/09/18 17:53:42,332,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.104566045,0.099840257
324420:7274,10/11/18 00:24:57,625,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.209585307,0.199727029
324729:7308,10/16/18 09:28:04,193,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.015342787,0.014796593
324747:7309,10/16/18 12:56:26,1073,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.323120609,0.308246151
324764:7309,10/16/18 19:54:47,147,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.032038097,0.030065379
324765:7309,10/16/18 20:52:50,478,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.090476912,0.087679541
324769:7309,10/16/18 23:59:45,328,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.047990107,0.046770044
324772:7309,10/17/18 02:48:00,165,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.019188224,0.018782623
324785:7310,10/17/18 06:16:27,583,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.193611863,0.185797535
324791:7310,10/17/18 10:04:47,1217,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.252929117,0.245007227
324835:7314,10/17/18 22:30:14,257,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.095881181,0.085856011
324840:7314,10/18/18 00:41:14,93,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.031267959,0.027721689
324841:7314,10/18/18 01:18:35,1347,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.312608874,0.301008029
324846:7314,10/18/18 10:06:07,515,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.070651043,0.068552956
324878:7315,10/18/18 16:07:07,1734,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.417945642,0.403016934
324897:7317,10/19/18 06:41:04,141,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.053284044,0.050228783
324970:7320,10/19/18 15:42:39,2183,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.497971963,0.479465581
324980:7321,10/20/18 08:16:24,2263,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.535219638,0.513294960
324997:7324,10/21/18 04:34:58,116,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.042896800,0.038586760
324998:7324,10/21/18 05:23:14,362,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.121488217,0.114235368
324999:7324,10/21/18 07:47:04,14,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.004195108,0.003883479
325000:7324,10/21/18 08:03:55,371,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.098210765,0.094663582
325001:7324,10/21/18 10:29:40,592,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.123406774,0.119138042
325022:7328,10/21/18 21:10:37,1550,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.447816048,0.433385704
325057:7331,10/22/18 14:07:34,342,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.126567801,0.120048335
325097:7333,10/22/18 21:19:15,57,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.021191792,0.017770097
325098:7333,10/22/18 21:46:04,8,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.003173569,0.002038523
325099:7333,10/22/18 21:50:54,388,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.145871303,0.139170738
325100:7333,10/23/18 00:24:31,254,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.078922825,0.074467205
325101:7333,10/23/18 02:07:46,482,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.122751088,0.118270296
325110:7333,10/23/18 05:48:34,16,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.003395546,0.003259474
325117:7333,10/23/18 07:39:08,531,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.087981464,0.085216684
325159:7334,10/23/18 14:38:00,213,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.067007092,0.061439969
325168:7334,10/23/18 16:09:33,18,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.005526891,0.004288854
325169:7334,10/23/18 16:19:28,23,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.006960291,0.005577620
325170:7334,10/23/18 16:31:17,1203,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.272475703,0.263142487
325172:7334,10/24/18 00:23:24,472,HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,0.069745130,0.067635724
#Summary:
#hltpath,nfill,nrun,ncms,totdelivered(/fb),totrecorded(/fb)
#HLT_DoubleMu4_PsiPrimeTrk_Displaced_v14,32,76,35981,9.246737356,8.950818835
#HLT_DoubleMu4_PsiPrimeTrk_Displaced_v15,164,402,198129,52.965171486,50.877060670
#
#Sum delivered  : 62.211908842
#Sum recorded : 59.827879506
#Check JSON:
#(run,ls) in json but not in results: [(325172, 477), (325172, 478), (325172, 479), (325172, 480), (325172, 481), (325172, 482), (325172, 483), (325172, 484), (325172, 485)]
